0.000001
0.000000,0.000000,0.000488,0.002914,0.778997,0.000000,0.000000,0.217601,0.000000,0.000000,0.000000,
0.000000,0.998003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001949,0.000047,
0.000000,0.000000,0.000000,0.000000,0.012932,0.000000,0.000000,0.987069,0.000000,0.000000,0.000000,
0.012329,0.000000,0.000000,0.000000,0.000000,0.912925,0.000000,0.000000,0.074746,0.000000,0.000000,
0.005787,0.002611,0.000000,0.000000,0.000000,0.968968,0.000000,0.016261,0.003017,0.003357,0.000000,
0.000000,0.000000,0.000000,0.999358,0.000294,0.000000,0.000152,0.000197,0.000000,0.000000,0.000000,
0.000000,0.000000,0.995580,0.000378,0.004028,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,
0.032553,0.000000,0.000000,0.000000,0.000000,0.929658,0.000000,0.000000,0.024280,0.013509,0.000000,
0.000000,0.000000,0.000000,0.000589,0.011001,0.001339,0.000000,0.987071,0.000000,0.000000,0.000000,
0.003619,0.021186,0.000064,0.000000,0.000000,0.947555,0.000000,0.000000,0.003502,0.024075,0.000000,
0.000000,0.000000,0.001087,0.000090,0.993404,0.000000,0.000000,0.005419,0.000000,0.000000,0.000000,
0.008498,0.000000,0.000078,0.000000,0.000000,0.989438,0.000000,0.000000,0.001985,0.000000,0.000000,
0.000000,0.997412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002588,0.000000,
0.000000,0.000000,0.000000,0.999681,0.000091,0.000000,0.000152,0.000076,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.987087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012913,0.000000,
0.000000,0.967719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032281,0.000000,
0.000000,0.997762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002239,0.000000,
0.000000,0.001200,0.000000,0.000000,0.000000,0.002143,0.000000,0.000714,0.006429,0.989515,0.000000,
0.000000,0.000908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999092,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
0.000000,0.000000,0.816079,0.001641,0.173626,0.000000,0.000000,0.008655,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000036,0.000177,0.000672,0.000000,0.000000,0.999115,0.000000,0.000000,0.000000,
0.003097,0.000000,0.000064,0.000000,0.000000,0.975992,0.000000,0.000000,0.007339,0.013509,0.000000,
0.995729,0.000000,0.000000,0.000000,0.000000,0.003557,0.000000,0.000000,0.000714,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.996213,0.000139,0.003634,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,
0.018061,0.002611,0.000578,0.000000,0.002776,0.964908,0.000000,0.006651,0.001058,0.003357,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000031,0.000000,0.000000,0.000000,0.000000,0.009210,0.000000,0.000000,0.990759,0.000000,0.000000,
0.000000,0.001383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998617,0.000000,
0.000000,0.000000,0.996339,0.002168,0.001493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.967524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032476,0.000000,
0.000000,0.000450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999550,0.000000,
0.002063,0.000000,0.080652,0.000410,0.214952,0.463182,0.000000,0.195884,0.002857,0.040000,0.000000,
0.003928,0.000000,0.000000,0.000000,0.000000,0.051513,0.000000,0.000000,0.944559,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.155332,0.001339,0.000000,0.843329,0.000000,0.000000,0.000000,
0.000000,0.000000,0.996995,0.000327,0.002665,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,
0.015194,0.000000,0.000930,0.000000,0.000000,0.065133,0.000000,0.000000,0.918743,0.000000,0.000000,
0.999698,0.000000,0.000000,0.000000,0.000000,0.000081,0.000000,0.000000,0.000221,0.000000,0.000000,
0.000000,0.000000,0.994670,0.001924,0.003406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.001802,0.932474,0.052557,0.000000,0.000000,0.013167,0.000000,0.000000,0.000000,
0.000000,0.004571,0.000000,0.000589,0.020416,0.001339,0.000000,0.973084,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
0.000000,0.001655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998345,0.000000,
0.000000,0.038623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.961378,0.000000,
0.000000,0.878222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080000,0.041778,0.000000,
0.923366,0.000000,0.000000,0.000000,0.000000,0.076426,0.000000,0.000000,0.000208,0.000000,0.000000,
0.000000,0.000000,0.985801,0.002986,0.011199,0.000000,0.000000,0.000014,0.000000,0.000000,0.000000,
