0.000001
0.000000,1.000000,
0.850201,0.149799,
0.807587,0.192413,
0.996673,0.003327,
0.996536,0.003464,
0.988437,0.011563,
0.691307,0.308693,
0.890293,0.109707,
0.409183,0.590817,
0.946995,0.053005,
0.000000,1.000000,
0.959640,0.040360,
0.870523,0.129477,
0.872830,0.127170,
0.964936,0.035064,
0.000000,1.000000,
0.000000,1.000000,
0.757250,0.242750,
0.118988,0.881012,
0.000000,1.000000,
0.839730,0.160270,
0.040000,0.960000,
0.992491,0.007509,
0.938271,0.061729,
0.002581,0.997419,
0.003069,0.996931,
0.085834,0.914166,
0.666307,0.333693,
0.002069,0.997931,
0.970932,0.029068,
0.668289,0.331711,
0.981529,0.018471,
0.999640,0.000360,
0.000000,1.000000,
0.040000,0.960000,
1.000000,0.000000,
0.976628,0.023372,
0.202775,0.797225,
0.560085,0.439915,
0.000000,1.000000,
0.962735,0.037265,
0.043069,0.956931,
0.986770,0.013230,
0.147537,0.852463,
0.043077,0.956923,
0.206293,0.793707,
0.536076,0.463924,
0.987781,0.012219,
0.002069,0.997931,
0.000000,1.000000,
0.840330,0.159670,
0.791600,0.208400,
0.042069,0.957931,
0.987210,0.012790,
0.057000,0.943000,
0.000000,1.000000,
0.001000,0.999000,
0.985528,0.014472,
0.895778,0.104222,
0.981433,0.018567,
0.000000,1.000000,
0.000000,1.000000,
0.000000,1.000000,
0.059815,0.940185,
0.220892,0.779108,
1.000000,0.000000,
0.040000,0.960000,
0.962288,0.037712,
0.000000,1.000000,
0.001000,0.999000,
0.000000,1.000000,
0.040000,0.960000,
0.000000,1.000000,
0.658278,0.341722,
0.986995,0.013005,
0.948430,0.051570,
0.979074,0.020926,
0.000000,1.000000,
0.160000,0.840000,
0.931911,0.068089,
0.955567,0.044433,
0.320781,0.679219,
0.000000,1.000000,
0.079839,0.920161,
0.002254,0.997746,
0.985025,0.014975,
0.988181,0.011819,
0.000000,1.000000,
0.975935,0.024065,
0.083254,0.916746,
0.996673,0.003327,
0.996952,0.003048,
0.000000,1.000000,
0.000000,1.000000,
0.813996,0.186004,
0.993443,0.006557,
0.991674,0.008326,
0.993213,0.006787,
0.985528,0.014472,
0.990652,0.009348,
0.000000,1.000000,
0.932983,0.067017,
0.081290,0.918710,
0.965690,0.034310,
0.758235,0.241765,
0.038963,0.961037,
0.073111,0.926889,
0.145714,0.854286,
0.000000,1.000000,
0.372501,0.627499,
0.113000,0.887000,
0.889380,0.110620,
0.162299,0.837701,
0.988774,0.011226,
0.985025,0.014975,
0.000000,1.000000,
0.000000,1.000000,
0.945411,0.054589,
1.000000,0.000000,
0.975950,0.024050,
0.929389,0.070611,
0.147925,0.852075,
0.990879,0.009121,
0.042254,0.957746,
0.000000,1.000000,
0.000000,1.000000,
0.000000,1.000000,
0.444103,0.555897,
0.000000,1.000000,
0.000000,1.000000,
0.002000,0.998000,
0.000000,1.000000,
0.200000,0.800000,
0.981929,0.018071,
0.111948,0.888052,
0.002069,0.997931,
0.986384,0.013616,
0.606501,0.393499,
0.002299,0.997701,
0.963602,0.036398,
0.987210,0.012790,
0.000000,1.000000,
0.985961,0.014039,
0.000000,1.000000,
0.000000,1.000000,
0.992613,0.007387,
0.000000,1.000000,
0.038489,0.961511,
0.980785,0.019215,
0.977138,0.022862,
0.040000,0.960000,
1.000000,0.000000,
0.987210,0.012790,
0.000000,1.000000,
0.960000,0.040000,
0.990915,0.009085,
0.000000,1.000000,
0.757544,0.242456,
0.510572,0.489428,
0.000000,1.000000,
0.044359,0.955641,
0.955233,0.044767,
0.989329,0.010671,
0.985865,0.014135,
0.974446,0.025554,
0.986136,0.013864,
0.674536,0.325464,
0.957593,0.042407,
0.079045,0.920955,
0.887683,0.112317,
0.112000,0.888000,
0.994884,0.005116,
0.045359,0.954641,
0.973309,0.026691,
0.000000,1.000000,
1.000000,0.000000,
0.004359,0.995641,
0.000000,1.000000,
0.919020,0.080980,
0.945028,0.054972,
0.987210,0.012790,
0.001290,0.998710,
0.042069,0.957931,
0.987104,0.012896,
0.000000,1.000000,
0.711580,0.288420,
0.000000,1.000000,
0.983276,0.016724,
0.879487,0.120513,
0.945385,0.054615,
0.952631,0.047369,
0.750150,0.249850,
0.000000,1.000000,
0.000000,1.000000,
0.971282,0.028718,
0.975935,0.024065,
0.009629,0.990371,
0.985988,0.014012,
0.969480,0.030520,
0.040000,0.960000,
0.920000,0.080000,
0.976884,0.023116,
0.160000,0.840000,
0.980555,0.019445,
