0.000001
0.320000,0.000000,0.597500,0.040000,0.000000,0.042500,
0.200000,0.000000,0.677500,0.040000,0.040000,0.042500,
0.000000,0.000000,0.321081,0.555676,0.000000,0.123243,
0.000000,0.000000,0.160000,0.738462,0.000000,0.101538,
0.000000,0.000000,0.000784,0.849050,0.000000,0.150166,
0.000000,0.000000,0.040784,0.887997,0.000000,0.071219,
0.000000,0.000000,0.080000,0.720000,0.000000,0.200000,
0.000000,0.000000,0.001212,0.860421,0.000000,0.138367,
0.000000,0.000000,0.001212,0.992612,0.000000,0.006176,
0.000000,0.000000,0.000000,0.633287,0.000000,0.366713,
0.000000,0.000000,0.000000,0.522922,0.000000,0.477078,
0.000000,0.000000,0.040000,0.143796,0.050303,0.765901,
0.000000,0.000000,0.000000,0.206555,0.040303,0.753142,
0.000000,0.000000,0.000000,0.503922,0.010000,0.486078,
0.000000,0.000000,0.840000,0.040000,0.000000,0.120000,
0.000000,0.000000,0.880000,0.080000,0.000000,0.040000,
0.040000,0.000000,0.960000,0.000000,0.000000,0.000000,
0.040000,0.000000,0.960000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.998400,0.001600,0.000000,0.000000,
0.040000,0.000000,0.798919,0.161081,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.960000,0.040000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.840000,0.160000,0.000000,0.000000,
0.000000,0.000000,0.490000,0.470000,0.000000,0.040000,
0.159475,0.040000,0.000000,0.120000,0.600525,0.080000,
0.000000,0.000000,0.000000,0.248406,0.000000,0.751594,
0.000000,0.000000,0.000000,0.085552,0.014333,0.900114,
0.000000,0.000000,0.000000,0.082770,0.362994,0.554236,
0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,
0.080000,0.000000,0.920000,0.000000,0.000000,0.000000,
0.040000,0.000000,0.904348,0.055652,0.000000,0.000000,
0.000000,0.000000,0.120000,0.764444,0.000000,0.115556,
0.000000,0.000000,0.081212,0.797576,0.000000,0.121212,
0.040000,0.000000,0.001212,0.637576,0.000000,0.321212,
0.040000,0.000000,0.002293,0.783728,0.000000,0.173979,
0.000000,0.000000,0.000000,0.959481,0.000000,0.040519,
0.000000,0.000000,0.000000,0.561016,0.000000,0.438984,
0.000000,0.000000,0.000000,0.292627,0.001593,0.705780,
0.000000,0.240000,0.000000,0.280000,0.280000,0.200000,
0.000000,0.000000,0.880000,0.120000,0.000000,0.000000,
0.000000,0.000000,0.875556,0.124444,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.920000,0.080000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.040000,0.000000,0.960000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.920000,0.080000,0.000000,0.000000,
0.000000,0.000000,0.760000,0.120000,0.000000,0.120000,
0.000000,0.000000,0.707259,0.252741,0.000000,0.040000,
0.000000,0.000000,0.520000,0.358947,0.000000,0.121053,
0.000000,0.000000,0.120000,0.238947,0.320000,0.321053,
0.080000,0.040000,0.080000,0.207843,0.120000,0.472157,
0.000000,0.040000,0.600000,0.200000,0.000000,0.160000,
0.000000,0.000000,0.560000,0.238947,0.000000,0.201053,
0.000000,0.000000,0.000000,0.041860,0.040000,0.918140,
0.000000,0.000000,0.000000,0.045356,0.003677,0.950967,
0.080000,0.000000,0.880000,0.040000,0.000000,0.000000,
0.040000,0.000000,0.918000,0.042000,0.000000,0.000000,
0.040000,0.000000,0.621267,0.338733,0.000000,0.000000,
0.000000,0.000000,0.041996,0.868164,0.000000,0.089840,
0.000000,0.000000,0.000000,0.639481,0.000000,0.360519,
0.000000,0.000000,0.000000,0.800365,0.000177,0.199458,
0.000000,0.000000,0.000000,0.757761,0.000000,0.242239,
0.000000,0.000000,0.000000,0.206545,0.000000,0.793455,
0.000000,0.000000,0.000000,0.147543,0.001290,0.851167,
0.000000,0.000000,0.000000,0.042400,0.040480,0.917120,
0.000000,0.000000,0.000000,0.180079,0.080000,0.739921,
0.000000,0.200000,0.000000,0.160301,0.200000,0.439699,
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.880000,0.120000,0.000000,0.000000,
0.000000,0.000000,0.768421,0.191579,0.000000,0.040000,
0.000000,0.000000,0.798182,0.081818,0.000000,0.120000,
0.000000,0.000000,0.878182,0.121818,0.000000,0.000000,
0.000000,0.000000,0.355325,0.563247,0.000000,0.081429,
0.000000,0.000000,0.520000,0.400000,0.000000,0.080000,
0.000000,0.000000,0.955143,0.043429,0.000000,0.001429,
0.040000,0.000000,0.000000,0.084045,0.041000,0.834955,
0.000000,0.000000,0.000000,0.045374,0.000671,0.953956,
0.040000,0.000000,0.880000,0.080000,0.000000,0.000000,
0.000000,0.000000,0.902348,0.057652,0.000000,0.040000,
0.000000,0.000000,0.866667,0.133333,0.000000,0.000000,
0.040000,0.000000,0.481081,0.434623,0.000000,0.044296,
0.000000,0.000000,0.161081,0.755676,0.000000,0.083243,
0.000000,0.000000,0.000000,0.788571,0.000000,0.211429,
0.000000,0.000000,0.000000,0.518856,0.000000,0.481144,
0.080000,0.040000,0.000000,0.322581,0.161290,0.396129,
0.120000,0.640000,0.000000,0.000000,0.200000,0.040000,
0.000000,0.920000,0.000000,0.000000,0.080000,0.000000,
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.640000,0.084444,0.040000,0.235556,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.980000,0.020000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.960000,0.040000,0.000000,0.000000,
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.760000,0.240000,0.000000,0.000000,
0.000000,0.000000,0.678421,0.321579,0.000000,0.000000,
0.000000,0.000000,0.673077,0.246923,0.000000,0.080000,
0.000000,0.000000,0.877143,0.121429,0.000000,0.001429,
0.000000,0.000000,0.830000,0.170000,0.000000,0.000000,
0.000000,0.000000,0.855425,0.104575,0.000000,0.040000,
0.000000,0.000000,0.901590,0.098410,0.000000,0.000000,
0.000000,0.000000,0.878400,0.121600,0.000000,0.000000,
