0.000001
0.000000,0.000000,0.017784,0.148862,0.745425,0.087929,0.000000,
0.000421,0.000576,0.166203,0.398122,0.378641,0.056037,0.000000,
0.000000,0.007175,0.075650,0.795669,0.120722,0.000784,0.000000,
0.000000,0.002500,0.008879,0.794983,0.193638,0.000000,0.000000,
0.000000,0.000000,0.000000,0.834286,0.085714,0.080000,0.000000,
0.000000,0.042212,0.863515,0.093273,0.001000,0.000000,0.000000,
0.002424,0.041212,0.052929,0.067647,0.835787,0.000000,0.000000,
0.000000,0.003465,0.887224,0.107773,0.001538,0.000000,0.000000,
0.000323,0.011633,0.223167,0.759421,0.005457,0.000000,0.000000,
0.000000,0.012580,0.860658,0.123421,0.003341,0.000000,0.000000,
0.000000,0.000444,0.025630,0.012296,0.961630,0.000000,0.000000,
0.000000,0.001333,0.083781,0.501858,0.396238,0.016790,0.000000,
0.000000,0.000000,0.229099,0.766645,0.004255,0.000000,0.000000,
0.001499,0.020770,0.391760,0.582153,0.003819,0.000000,0.000000,
0.000000,0.002222,0.344628,0.599816,0.053333,0.000000,0.000000,
0.000000,0.000000,0.511505,0.108137,0.216169,0.163150,0.001039,
0.004444,0.012879,0.576111,0.359293,0.047273,0.000000,0.000000,
0.000000,0.000444,0.025630,0.012296,0.961630,0.000000,0.000000,
0.040000,0.360000,0.000000,0.240000,0.240000,0.120000,0.000000,
0.000323,0.042337,0.442650,0.501664,0.013026,0.000000,0.000000,
0.001452,0.019054,0.553555,0.420103,0.005836,0.000000,0.000000,
0.000000,0.050606,0.192424,0.756364,0.000606,0.000000,0.000000,
0.000000,0.002309,0.448313,0.356772,0.132390,0.060215,0.000000,
0.000000,0.040000,0.069206,0.630635,0.260159,0.000000,0.000000,
0.040000,0.646667,0.153333,0.160000,0.000000,0.000000,0.000000,
0.000000,0.006275,0.026602,0.061703,0.873487,0.026188,0.005745,
0.000000,0.000000,0.945455,0.054545,0.000000,0.000000,0.000000,
0.000000,0.000000,0.003976,0.706227,0.274339,0.015059,0.000400,
0.000000,0.005163,0.214853,0.422757,0.315908,0.041320,0.000000,
0.000000,0.000000,0.045826,0.773187,0.140487,0.040500,0.000000,
0.001127,0.007951,0.749797,0.233847,0.007278,0.000000,0.000000,
0.000000,0.001367,0.084928,0.819553,0.089964,0.004189,0.000000,
0.000000,0.042500,0.007500,0.902500,0.047500,0.000000,0.000000,
0.000000,0.000851,0.030683,0.869940,0.097675,0.000851,0.000000,
0.005714,0.001116,0.862687,0.127005,0.003478,0.000000,0.000000,
0.000000,0.080000,0.120000,0.800000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.005075,0.053179,0.259485,0.679368,0.002894,
0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,
0.000000,0.000000,0.002011,0.699583,0.242504,0.055224,0.000678,
0.000000,0.001739,0.815390,0.180205,0.002667,0.000000,0.000000,
0.000000,0.000000,0.002178,0.082963,0.787645,0.126815,0.000400,
0.000276,0.010859,0.212777,0.769510,0.006579,0.000000,0.000000,
0.000000,0.000000,0.071000,0.888760,0.038074,0.002167,0.000000,
0.000000,0.012931,0.760564,0.186505,0.040000,0.000000,0.000000,
0.000000,0.002368,0.923379,0.070949,0.001637,0.000000,0.001667,
