0.000001
0.672983,0.327017,
0.659711,0.340289,
0.949503,0.050497,
0.983293,0.016707,
0.913367,0.086633,
0.907346,0.092654,
0.580462,0.419538,
0.742593,0.257407,
0.756019,0.243981,
0.000000,1.000000,
0.000000,1.000000,
0.062701,0.937299,
0.916733,0.083267,
0.000000,1.000000,
0.769902,0.230098,
0.520000,0.480000,
0.988172,0.011828,
0.000000,1.000000,
0.881444,0.118556,
0.747764,0.252236,
0.123424,0.876576,
0.923216,0.076784,
0.079153,0.920847,
0.448360,0.551640,
0.747361,0.252639,
0.360000,0.640000,
0.966185,0.033815,
0.570237,0.429763,
0.918807,0.081193,
0.890802,0.109198,
0.827281,0.172719,
0.404498,0.595502,
0.925702,0.074298,
0.953966,0.046034,
0.556257,0.443743,
0.953786,0.046214,
0.098255,0.901745,
0.666541,0.333459,
0.938619,0.061381,
0.120000,0.880000,
0.894099,0.105901,
0.969216,0.030784,
0.931381,0.068619,
0.118595,0.881405,
0.878179,0.121821,
0.793679,0.206321,
0.687667,0.312333,
0.132660,0.867340,
0.992911,0.007089,
0.000000,1.000000,
0.929698,0.070302,
0.774571,0.225429,
0.944180,0.055820,
0.233273,0.766727,
0.000000,1.000000,
0.617500,0.382500,
0.031462,0.968538,
0.040000,0.960000,
0.505762,0.494238,
0.622780,0.377220,
0.877385,0.122615,
0.910142,0.089858,
0.904224,0.095776,
0.926994,0.073006,
0.954809,0.045191,
0.076770,0.923230,
0.902740,0.097260,
0.080000,0.920000,
0.006000,0.994000,
0.848538,0.151462,
0.991250,0.008750,
0.871411,0.128589,
0.771028,0.228972,
0.642380,0.357620,
0.965546,0.034454,
0.988847,0.011153,
0.092454,0.907546,
0.825680,0.174320,
0.911706,0.088294,
0.983621,0.016379,
0.080000,0.920000,
0.040000,0.960000,
0.953948,0.046052,
0.000000,1.000000,
0.594316,0.405684,
0.510345,0.489655,
0.979891,0.020109,
0.984286,0.015714,
0.042158,0.957842,
0.946360,0.053640,
0.954674,0.045326,
0.000000,1.000000,
0.934255,0.065745,
0.941122,0.058878,
0.717013,0.282987,
0.040000,0.960000,
0.986347,0.013653,
0.953649,0.046351,
0.777843,0.222157,
0.000000,1.000000,
0.000000,1.000000,
0.852037,0.147963,
0.951300,0.048700,
0.923329,0.076671,
0.946954,0.053046,
0.361936,0.638064,
0.834875,0.165125,
0.943912,0.056088,
0.942884,0.057116,
0.949134,0.050866,
0.922594,0.077406,
0.985129,0.014871,
0.000323,0.999677,
0.045000,0.955000,
0.053333,0.946667,
0.857573,0.142427,
0.801079,0.198921,
0.001000,0.999000,
0.989934,0.010066,
0.920701,0.079299,
0.853770,0.146230,
0.870000,0.130000,
0.247201,0.752799,
0.988848,0.011152,
0.711391,0.288609,
0.795888,0.204112,
0.955815,0.044185,
0.809526,0.190474,
0.932220,0.067780,
0.901405,0.098595,
0.775655,0.224345,
0.141338,0.858662,
0.875600,0.124400,
0.815933,0.184067,
0.714664,0.285336,
0.550761,0.449239,
0.096000,0.904000,
0.833241,0.166759,
0.986532,0.013468,
0.080000,0.920000,
0.979863,0.020137,
0.930820,0.069180,
0.933095,0.066905,
0.001000,0.999000,
0.989022,0.010978,
0.520484,0.479516,
0.533177,0.466823,
0.927178,0.072822,
0.817003,0.182997,
0.969517,0.030483,
0.889930,0.110070,
0.951543,0.048457,
0.947249,0.052751,
0.310088,0.689912,
0.185949,0.814051,
0.640000,0.360000,
1.000000,0.000000,
0.472901,0.527099,
0.893601,0.106399,
0.986112,0.013888,
0.851355,0.148645,
0.904264,0.095736,
0.863680,0.136320,
0.083363,0.916637,
0.983644,0.016356,
0.000000,1.000000,
0.056864,0.943136,
0.952878,0.047122,
0.873088,0.126912,
0.282857,0.717143,
0.057968,0.942032,
0.967888,0.032112,
0.846988,0.153012,
