0.000001
0.000000,0.000000,0.000217,0.000000,0.000000,0.946128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000597,0.000000,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040556,0.916101,0.000833,0.000000,0.042510,0.000000,
0.008261,0.003276,0.004058,0.038965,0.065174,0.006747,0.001022,0.598272,0.006808,0.002544,0.035317,0.003222,0.001068,0.003980,0.007813,0.004203,0.019554,0.002788,0.049680,0.002716,0.009611,0.001220,0.000732,0.087637,0.015394,0.019942,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.036880,0.000000,0.769264,0.000372,0.001146,0.001674,0.050615,0.002659,0.000455,0.001237,0.000000,0.000000,0.030103,0.071551,0.002841,0.000120,0.021088,0.003572,0.000000,0.001250,0.000000,0.000186,0.003907,0.001081,0.000000,
0.000000,0.000000,0.000000,0.000136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.995896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003327,0.000148,0.000494,0.000000,0.000000,0.000000,
0.000000,0.939633,0.000000,0.002872,0.000000,0.000000,0.003153,0.000364,0.040345,0.000429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000611,0.001742,0.002786,0.005029,0.000714,0.000000,0.000000,0.000000,0.001138,0.000000,0.001185,
0.000000,0.949655,0.000000,0.003150,0.000428,0.000428,0.005208,0.002781,0.001414,0.001084,0.003422,0.000000,0.000000,0.000000,0.000642,0.000286,0.001691,0.011728,0.011975,0.000714,0.000000,0.000000,0.000214,0.003822,0.000000,0.001359,
0.032071,0.001603,0.052098,0.000229,0.074563,0.000457,0.003429,0.004126,0.001371,0.001143,0.010019,0.643599,0.001147,0.002989,0.000914,0.001144,0.000229,0.050334,0.000229,0.002986,0.004824,0.001609,0.000690,0.048199,0.060000,0.000000,
0.000000,0.014706,0.000000,0.006078,0.001902,0.013421,0.001874,0.006027,0.041481,0.017782,0.002105,0.001961,0.000000,0.000000,0.003442,0.043229,0.013968,0.003529,0.768477,0.005215,0.000000,0.000000,0.004211,0.017184,0.000000,0.033409,
