0.000001
0.866811,0.133189
0.996064,0.003936
0.419367,0.580633
0.968155,0.031845
0.462449,0.537551
0.815413,0.184587
0.694911,0.305089
0.929852,0.070148
0.995015,0.004985
0.492769,0.507231
0.829853,0.170147
0.960857,0.039143
0.610871,0.389129
0.775252,0.224748
0.471741,0.528259
0.608984,0.391016
0.178767,0.821233
0.828394,0.171606
0.147224,0.852776
0.322328,0.677672
0.640050,0.359950
0.780471,0.219529
0.577506,0.422494
0.394176,0.605824
0.724263,0.275737
0.983998,0.016002
0.870602,0.129398
0.624452,0.375548
0.803799,0.196201
0.878657,0.121343
0.864316,0.135684
0.977569,0.022431
0.983567,0.016433
0.978036,0.021964
0.982156,0.017844
0.860875,0.139125
0.999837,0.000163
0.983204,0.016796
0.754583,0.245417
0.055931,0.944069
0.825742,0.174258
0.905661,0.094339
0.999611,0.000389
0.389129,0.610871
0.906035,0.093965
0.916838,0.083162
0.999954,0.000046
0.195630,0.804370
0.990076,0.009924
0.632226,0.367774
0.788759,0.211241
0.987766,0.012234
0.135757,0.864243
0.753826,0.246174
0.713989,0.286011
0.830955,0.169045
0.423976,0.576024
0.871787,0.128213
0.955735,0.044265
0.927345,0.072655
0.730043,0.269957
0.974933,0.025067
0.929164,0.070836
0.764043,0.235957
0.208483,0.791517
0.973405,0.026595
0.728198,0.271802
0.759035,0.240965
0.369724,0.630276
0.976422,0.023578
0.998625,0.001375
0.848854,0.151146
0.487643,0.512357
0.499487,0.500513
0.993924,0.006076
0.064179,0.935821
0.833113,0.166887
0.925051,0.074949
0.796101,0.203899
0.114417,0.885583
0.912768,0.087232
0.999788,0.000212
0.403441,0.596559
0.793023,0.206977
0.721177,0.278823
0.585585,0.414415
0.980308,0.019692
0.535390,0.464610
0.380996,0.619004
0.882394,0.117606
0.982582,0.017418
0.940245,0.059755
0.997401,0.002599
0.998205,0.001795
0.030351,0.969649
0.998903,0.001097
0.969978,0.030022
0.861829,0.138171
0.990360,0.009640
0.885679,0.114321
0.555617,0.444383
0.036090,0.963910
0.989247,0.010753
0.662889,0.337111
0.726699,0.273301
0.965874,0.034126
0.917331,0.082669
0.961566,0.038434
0.995372,0.004628
0.999794,0.000206
0.792430,0.207570
0.785743,0.214257
0.995649,0.004351
0.951718,0.048282
0.986077,0.013923
0.966050,0.033950
0.997128,0.002872
0.734079,0.265921
0.281762,0.718238
0.999476,0.000524
0.004444,0.995556
0.776674,0.223326
0.926937,0.073063
0.997289,0.002711
0.986021,0.013979
0.714694,0.285306
0.664617,0.335383
0.096377,0.903623
0.876863,0.123137
0.774913,0.225087
0.363625,0.636375
0.997012,0.002988
0.967576,0.032424
0.608702,0.391298
0.979450,0.020550
0.990633,0.009367
0.296483,0.703517
0.647788,0.352212
0.973382,0.026618
0.999313,0.000687
0.970436,0.029564
0.753232,0.246768
0.690295,0.309705
0.788435,0.211565
0.829054,0.170946
0.970241,0.029759
0.124888,0.875112
0.997554,0.002446
0.618033,0.381967
0.989832,0.010168
0.808515,0.191485
0.996453,0.003547
0.685742,0.314258
0.996201,0.003799
0.417577,0.582423
0.998322,0.001678
0.547840,0.452160
0.378591,0.621409
0.680751,0.319249
0.427686,0.572314
0.971628,0.028372
0.812565,0.187435
0.542704,0.457296
0.995814,0.004186
0.976809,0.023191
0.961049,0.038951
0.223030,0.776970
0.699490,0.300510
0.590820,0.409180
0.602748,0.397252
0.926278,0.073722
0.437438,0.562562
0.045177,0.954823
0.996983,0.003017
0.809474,0.190526
0.796310,0.203690
1.000000,0.000000
0.999313,0.000687
0.274840,0.725160
0.917676,0.082324
0.902017,0.097983
0.656999,0.343001
0.983667,0.016333
0.048098,0.951902
0.334614,0.665386
0.983895,0.016105
0.987514,0.012486
0.701035,0.298965
0.053758,0.946242
1.000000,0.000000
0.335973,0.664027
0.737659,0.262341
0.943249,0.056751
0.118540,0.881460
0.937952,0.062048
0.046822,0.953178
0.575699,0.424301
0.361156,0.638844
0.995519,0.004481
0.613620,0.386380
0.308464,0.691536
0.965999,0.034001
0.352456,0.647544
0.593241,0.406759
0.990000,0.010000
0.050999,0.949001
0.999794,0.000206
0.826140,0.173860
0.477673,0.522327
0.700970,0.299030
0.999658,0.000342
0.569778,0.430222
0.706356,0.293644
0.505349,0.494651
0.980804,0.019196
0.994923,0.005077
